Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1532	:	1762196876.540	    43.301	0	0	0	0	conjuge -vI recenser
1582	:	1762196885.417	    34.546	0	0	0	0	conjuge -vI refroidir
1561	:	1762196882.011	    37.972	0	0	0	0	conjuge -vI reculer
1581	:	1762196885.241	    34.832	0	0	0	0	conjuge -vI 'refléter'
1538	:	1762196877.195	    42.955	0	0	0	0	conjuge -vI 'réclamer'
1544	:	1762196878.920	    41.317	0	0	0	0	conjuge -vI reconduire
1541	:	1762196878.729	    41.726	0	0	0	0	conjuge -vI recommencer
1523	:	1762196875.165	    45.725	0	0	0	0	conjuge -vI rayer
1464	:	1762196866.414	    54.967	0	0	0	0	conjuge -vI 'prôner'
1489	:	1762196871.702	    49.762	0	0	0	0	conjuge -vI raffoler
1524	:	1762196875.171	    46.828	0	0	0	0	conjuge -vI rayonner
1535	:	1762196876.894	    45.125	0	0	0	0	conjuge -vI 'réchauffer'
1548	:	1762196880.112	    41.937	0	0	0	0	conjuge -vI reconstruire
1565	:	1762196882.378	    40.104	0	0	0	0	conjuge -vI redescendre
1785	:	1762196920.906	     1.726	0	0	0	0	conjuge -vI sortir
1492	:	1762196872.146	    50.505	0	0	0	0	conjuge -vI raidir
1551	:	1762196880.785	    42.179	0	0	0	0	conjuge -vI recoudre
1485	:	1762196871.147	    51.835	0	0	0	0	conjuge -vI raccourcir
1791	:	1762196922.498	     0.513	0	0	0	0	conjuge -vI souhaiter
1510	:	1762196874.129	    48.890	0	0	0	0	conjuge -vI rapprocher
1500	:	1762196872.878	    50.401	0	0	0	0	conjuge -vI rallier
1603	:	1762196887.611	    35.717	0	0	0	0	conjuge -vI relier
1550	:	1762196880.637	    42.711	0	0	0	0	conjuge -vI recopier
1597	:	1762196886.993	    36.355	0	0	0	0	conjuge -vI 'réjouir'
1549	:	1762196880.425	    42.946	0	0	0	0	conjuge -vI recontacter
1552	:	1762196880.960	    42.497	0	0	0	0	conjuge -vI recourir
1542	:	1762196878.841	    44.648	0	0	0	0	conjuge -vI 'récompenser'
1518	:	1762196874.713	    48.868	0	0	0	0	conjuge -vI rattacher
1554	:	1762196881.206	    42.404	0	0	0	0	conjuge -vI recouvrir
1599	:	1762196887.236	    36.513	0	0	0	0	conjuge -vI relancer
1559	:	1762196881.685	    42.278	0	0	0	0	conjuge -vI rectifier
1553	:	1762196881.118	    42.964	0	0	0	0	conjuge -vI recouvrer
1467	:	1762196866.877	    57.265	0	0	0	0	conjuge -vI proscrire
1530	:	1762196876.343	    47.978	0	0	0	0	conjuge -vI 'recéler'
1606	:	1762196887.792	    37.451	0	0	0	0	conjuge -vI remarquer
1560	:	1762196881.972	    43.289	0	0	0	0	conjuge -vI recueillir
1562	:	1762196882.238	    43.250	0	0	0	0	conjuge -vI 'récupérer'
1514	:	1762196874.301	    51.344	0	0	0	0	conjuge -vI rasseoir
1614	:	1762196888.769	    36.898	0	0	0	0	conjuge -vI remplir
1566	:	1762196882.713	    43.126	0	0	0	0	conjuge -vI redevenir
1511	:	1762196874.234	    51.666	0	0	0	0	conjuge -vI raser
1572	:	1762196883.381	    42.704	0	0	0	0	conjuge -vI 'réécrire'
1568	:	1762196882.829	    43.311	0	0	0	0	conjuge -vI 'rédiger'
1512	:	1762196874.259	    51.899	0	0	0	0	conjuge -vI rassasier
1503	:	1762196873.459	    52.881	0	0	0	0	conjuge -vI ramer
1491	:	1762196872.125	    54.250	0	0	0	0	conjuge -vI rager
1578	:	1762196884.887	    42.527	0	0	0	0	conjuge -vI 'référer'
1586	:	1762196885.991	    41.500	0	0	0	0	conjuge -vI regarder
1457	:	1762196865.514	    62.282	0	0	0	0	conjuge -vI programmer
1576	:	1762196884.398	    43.457	0	0	0	0	conjuge -vI refaire
1587	:	1762196886.025	    41.866	0	0	0	0	conjuge -vI 'régir'
1580	:	1762196885.219	    42.847	0	0	0	0	conjuge -vI 'réfléchir'
1543	:	1762196878.867	    49.394	0	0	0	0	conjuge -vI 'réconcilier'
1555	:	1762196881.225	    47.144	0	0	0	0	conjuge -vI 'recréer'
1584	:	1762196885.589	    42.901	0	0	0	0	conjuge -vI refuser
1583	:	1762196885.447	    43.055	0	0	0	0	conjuge -vI 'réfugier'
1556	:	1762196881.319	    47.256	0	0	0	0	conjuge -vI 'récréer'
1596	:	1762196886.760	    41.880	0	0	0	0	conjuge -vI rejoindre
1570	:	1762196882.941	    45.917	0	0	0	0	conjuge -vI redonner
1589	:	1762196886.070	    43.125	0	0	0	0	conjuge -vI 'régler'
1595	:	1762196886.747	    42.489	0	0	0	0	conjuge -vI rejeter
1513	:	1762196874.286	    54.979	0	0	0	0	conjuge -vI rassembler
1594	:	1762196886.636	    42.638	0	0	0	0	conjuge -vI 'réitérer'
1528	:	1762196876.089	    53.207	0	0	0	0	conjuge -vI 'réapprendre'
1416	:	1762196855.088	    74.536	0	0	0	0	conjuge -vI poster
1604	:	1762196887.713	    42.144	0	0	0	0	conjuge -vI relire
1654	:	1762196893.895	    36.370	0	0	0	0	conjuge -vI 'représenter'
1601	:	1762196887.305	    43.315	0	0	0	0	conjuge -vI relayer
1644	:	1762196892.704	    38.071	0	0	0	0	conjuge -vI 'repérer'
1590	:	1762196886.164	    45.010	0	0	0	0	conjuge -vI 'régner'
1653	:	1762196893.886	    37.539	0	0	0	0	conjuge -vI reprendre
1611	:	1762196888.508	    43.153	0	0	0	0	conjuge -vI remettre
1588	:	1762196886.030	    45.867	0	0	0	0	conjuge -vI 'réglementer'
1610	:	1762196888.353	    43.687	0	0	0	0	conjuge -vI remercier
1613	:	1762196888.738	    43.440	0	0	0	0	conjuge -vI remplacer
1434	:	1762196860.123	    72.328	0	0	0	0	conjuge -vI 'prénommer'
1486	:	1762196871.308	    61.297	0	0	0	0	conjuge -vI raccrocher
1619	:	1762196889.167	    43.487	0	0	0	0	conjuge -vI 'renchérir'
1615	:	1762196888.871	    44.381	0	0	0	0	conjuge -vI remporter
1598	:	1762196887.139	    46.256	0	0	0	0	conjuge -vI 'relâcher'
1663	:	1762196895.815	    37.757	0	0	0	0	conjuge -vI 'résoudre'
1547	:	1762196880.031	    53.728	0	0	0	0	conjuge -vI 'reconquérir'
1545	:	1762196879.005	    55.268	0	0	0	0	conjuge -vI 'réconforter'
1628	:	1762196890.275	    44.204	0	0	0	0	conjuge -vI renseigner
1633	:	1762196890.700	    43.912	0	0	0	0	conjuge -vI 'repaître'
1626	:	1762196890.209	    44.405	0	0	0	0	conjuge -vI renoncer
1627	:	1762196890.260	    44.385	0	0	0	0	conjuge -vI renouveler
1636	:	1762196891.075	    43.585	0	0	0	0	conjuge -vI 'réparer'
1630	:	1762196890.378	    44.302	0	0	0	0	conjuge -vI rentrer
1629	:	1762196890.285	    44.457	0	0	0	0	conjuge -vI renter
1617	:	1762196888.990	    46.138	0	0	0	0	conjuge -vI 'rémunérer'
1537	:	1762196877.093	    58.154	0	0	0	0	conjuge -vI 'réciter'
1632	:	1762196890.669	    45.005	0	0	0	0	conjuge -vI renvoyer
1634	:	1762196890.822	    44.953	0	0	0	0	conjuge -vI 'répandre'
1640	:	1762196892.184	    43.701	0	0	0	0	conjuge -vI repasser
1539	:	1762196877.642	    58.309	0	0	0	0	conjuge -vI 'récolter'
1557	:	1762196881.468	    54.677	0	0	0	0	conjuge -vI 'récrire'
1602	:	1762196887.346	    48.886	0	0	0	0	conjuge -vI relever
1574	:	1762196883.981	    52.774	0	0	0	0	conjuge -vI 'réer'
1642	:	1762196892.548	    44.254	0	0	0	0	conjuge -vI rependre
1646	:	1762196892.798	    44.062	0	0	0	0	conjuge -vI 'répéter'
1649	:	1762196893.083	    43.877	0	0	0	0	conjuge -vI 'répondre'
1585	:	1762196885.872	    51.180	0	0	0	0	conjuge -vI 'régaler'
1651	:	1762196893.689	    43.423	0	0	0	0	conjuge -vI reposer
1648	:	1762196893.057	    44.202	0	0	0	0	conjuge -vI replier
1683	:	1762196900.022	    37.287	0	0	0	0	conjuge -vI retenir
1664	:	1762196895.843	    41.588	0	0	0	0	conjuge -vI respecter
1558	:	1762196881.608	    56.330	0	0	0	0	conjuge -vI recruter
1573	:	1762196883.398	    54.687	0	0	0	0	conjuge -vI 'réélire'
1656	:	1762196893.965	    44.180	0	0	0	0	conjuge -vI reproduire
1765	:	1762196917.474	    20.732	0	0	0	0	conjuge -vI sertir
1657	:	1762196894.327	    44.193	0	0	0	0	conjuge -vI 'requérir'
1692	:	1762196902.249	    36.533	0	0	0	0	conjuge -vI 'réunir'
1688	:	1762196901.479	    37.334	0	0	0	0	conjuge -vI retranscrire
1620	:	1762196889.218	    49.662	0	0	0	0	conjuge -vI rencontrer
1639	:	1762196891.888	    47.331	0	0	0	0	conjuge -vI 'répartir'
1577	:	1762196884.415	    54.975	0	0	0	0	conjuge -vI 'référencer'
1658	:	1762196894.861	    44.575	0	0	0	0	conjuge -vI 'réserver'
1691	:	1762196901.933	    37.606	0	0	0	0	conjuge -vI retrouver
1638	:	1762196891.374	    48.606	0	0	0	0	conjuge -vI repartir
1662	:	1762196895.664	    44.420	0	0	0	0	conjuge -vI 'résonner'
1579	:	1762196885.054	    55.065	0	0	0	0	conjuge -vI refermer
1667	:	1762196896.120	    44.046	0	0	0	0	conjuge -vI ressaisir
1609	:	1762196888.099	    52.114	0	0	0	0	conjuge -vI 'remémorer'
1591	:	1762196886.171	    54.296	0	0	0	0	conjuge -vI regretter
1618	:	1762196889.082	    51.556	0	0	0	0	conjuge -vI 'renaître'
1592	:	1762196886.179	    54.479	0	0	0	0	conjuge -vI regrouper
1665	:	1762196895.921	    44.884	0	0	0	0	conjuge -vI respirer
1666	:	1762196896.111	    44.792	0	0	0	0	conjuge -vI resplendir
1600	:	1762196887.297	    53.723	0	0	0	0	conjuge -vI relater
1703	:	1762196904.576	    36.993	0	0	0	0	conjuge -vI 'réviser'
1670	:	1762196896.793	    45.065	0	0	0	0	conjuge -vI ressentir
1672	:	1762196897.698	    44.340	0	0	0	0	conjuge -vI resservir
1673	:	1762196897.984	    44.192	0	0	0	0	conjuge -vI ressortir
1669	:	1762196896.660	    45.546	0	0	0	0	conjuge -vI ressembler
1593	:	1762196886.560	    55.677	0	0	0	0	conjuge -vI 'réinscrire'
1650	:	1762196893.488	    48.756	0	0	0	0	conjuge -vI reporter
1621	:	1762196889.354	    53.161	0	0	0	0	conjuge -vI rendormir
1607	:	1762196887.931	    54.605	0	0	0	0	conjuge -vI rembourser
1710	:	1762196905.871	    36.707	0	0	0	0	conjuge -vI rire
1671	:	1762196897.173	    45.484	0	0	0	0	conjuge -vI resserrer
1674	:	1762196898.588	    44.112	0	0	0	0	conjuge -vI ressusciter
1676	:	1762196898.625	    44.265	0	0	0	0	conjuge -vI rester
1677	:	1762196898.856	    44.150	0	0	0	0	conjuge -vI restituer
1725	:	1762196907.495	    35.581	0	0	0	0	conjuge -vI ruer
1641	:	1762196892.267	    50.809	0	0	0	0	conjuge -vI repeindre
1678	:	1762196899.408	    43.688	0	0	0	0	conjuge -vI restreindre
1679	:	1762196899.447	    43.700	0	0	0	0	conjuge -vI 'résulter'
1623	:	1762196889.666	    53.510	0	0	0	0	conjuge -vI renforcer
1681	:	1762196899.804	    43.377	0	0	0	0	conjuge -vI 'rétablir'
1687	:	1762196900.785	    42.536	0	0	0	0	conjuge -vI retourner
1724	:	1762196907.343	    36.105	0	0	0	0	conjuge -vI rouvrir
1608	:	1762196888.084	    55.383	0	0	0	0	conjuge -vI 'remédier'
1684	:	1762196900.153	    43.912	0	0	0	0	conjuge -vI retentir
1689	:	1762196901.699	    43.262	0	0	0	0	conjuge -vI retransmettre
1697	:	1762196903.316	    42.036	0	0	0	0	conjuge -vI 'révéler'
1700	:	1762196903.890	    41.547	0	0	0	0	conjuge -vI revenir
1693	:	1762196902.518	    42.993	0	0	0	0	conjuge -vI 'réussir'
1699	:	1762196903.854	    41.793	0	0	0	0	conjuge -vI revendre
1635	:	1762196891.040	    54.874	0	0	0	0	conjuge -vI 'reparaître'
1612	:	1762196888.728	    57.545	0	0	0	0	conjuge -vI remonter
1731	:	1762196908.739	    37.629	0	0	0	0	conjuge -vI saisir
1625	:	1762196890.145	    56.384	0	0	0	0	conjuge -vI renommer
1701	:	1762196904.156	    42.435	0	0	0	0	conjuge -vI 'rêver'
1740	:	1762196910.172	    36.611	0	0	0	0	conjuge -vI saurer
1631	:	1762196890.385	    56.526	0	0	0	0	conjuge -vI renverser
1707	:	1762196905.343	    41.831	0	0	0	0	conjuge -vI rigoler
1705	:	1762196904.943	    42.323	0	0	0	0	conjuge -vI revoir
1741	:	1762196910.177	    37.346	0	0	0	0	conjuge -vI sauter
1660	:	1762196895.509	    52.105	0	0	0	0	conjuge -vI 'résilier'
1830	:	1762196928.275	    19.392	0	0	0	0	conjuge -vI supplier
1704	:	1762196904.645	    43.052	0	0	0	0	conjuge -vI revivre
1637	:	1762196891.196	    56.732	0	0	0	0	conjuge -vI reparler
1643	:	1762196892.598	    55.493	0	0	0	0	conjuge -vI repentir
1702	:	1762196904.432	    43.679	0	0	0	0	conjuge -vI 'revêtir'
1715	:	1762196906.554	    42.121	0	0	0	0	conjuge -vI ronfler
1714	:	1762196906.545	    42.210	0	0	0	0	conjuge -vI rompre
1748	:	1762196912.875	    36.220	0	0	0	0	conjuge -vI sceller
1682	:	1762196899.829	    49.365	0	0	0	0	conjuge -vI retarder
1698	:	1762196903.739	    45.715	0	0	0	0	conjuge -vI revendiquer
1744	:	1762196911.708	    37.904	0	0	0	0	conjuge -vI savoir
1680	:	1762196899.677	    50.033	0	0	0	0	conjuge -vI 'résumer'
1722	:	1762196907.317	    42.461	0	0	0	0	conjuge -vI rouler
1720	:	1762196907.127	    42.651	0	0	0	0	conjuge -vI 'rôtir'
1727	:	1762196907.905	    42.021	0	0	0	0	conjuge -vI ruisseler
1723	:	1762196907.324	    42.642	0	0	0	0	conjuge -vI 'rouspéter'
1726	:	1762196907.776	    42.463	0	0	0	0	conjuge -vI rugir
1728	:	1762196908.016	    42.251	0	0	0	0	conjuge -vI sacrifier
1706	:	1762196905.013	    45.374	0	0	0	0	conjuge -vI revouloir
1721	:	1762196907.186	    43.226	0	0	0	0	conjuge -vI rougir
1762	:	1762196916.462	    34.177	0	0	0	0	conjuge -vI seoir
1668	:	1762196896.227	    54.635	0	0	0	0	conjuge -vI ressayer
1737	:	1762196909.657	    41.307	0	0	0	0	conjuge -vI saouler
1733	:	1762196908.820	    42.177	0	0	0	0	conjuge -vI salir
1645	:	1762196892.718	    58.322	0	0	0	0	conjuge -vI 'répertorier'
1760	:	1762196916.058	    35.488	0	0	0	0	conjuge -vI semer
1739	:	1762196910.013	    41.792	0	0	0	0	conjuge -vI satisfaire
1711	:	1762196906.235	    46.013	0	0	0	0	conjuge -vI risquer
1730	:	1762196908.581	    44.003	0	0	0	0	conjuge -vI saillir
1746	:	1762196911.994	    40.613	0	0	0	0	conjuge -vI savourer
1743	:	1762196911.625	    41.190	0	0	0	0	conjuge -vI sauver
1685	:	1762196900.181	    52.655	0	0	0	0	conjuge -vI retirer
1647	:	1762196892.843	    60.269	0	0	0	0	conjuge -vI repleuvoir
1661	:	1762196895.650	    57.497	0	0	0	0	conjuge -vI 'résister'
1719	:	1762196907.007	    46.148	0	0	0	0	conjuge -vI roser
1690	:	1762196901.869	    51.292	0	0	0	0	conjuge -vI 'rétrécir'
1717	:	1762196906.701	    46.505	0	0	0	0	conjuge -vI ronronner
1709	:	1762196905.715	    47.618	0	0	0	0	conjuge -vI rincer
1771	:	1762196918.779	    35.023	0	0	0	0	conjuge -vI signaler
1655	:	1762196893.903	    59.993	0	0	0	0	conjuge -vI reprocher
1749	:	1762196913.365	    40.914	0	0	0	0	conjuge -vI scier
1712	:	1762196906.366	    48.483	0	0	0	0	conjuge -vI 'rôder'
1752	:	1762196914.202	    40.869	0	0	0	0	conjuge -vI 'sécher'
1756	:	1762196915.337	    40.073	0	0	0	0	conjuge -vI 'séjourner'
1903	:	1762196940.655	    14.907	0	0	0	0	conjuge -vI transformer
1729	:	1762196908.370	    47.252	0	0	0	0	conjuge -vI saigner
1747	:	1762196912.862	    42.762	0	0	0	0	conjuge -vI scanner
1757	:	1762196915.536	    40.158	0	0	0	0	conjuge -vI 'sélectionner'
1759	:	1762196915.925	    39.847	0	0	0	0	conjuge -vI sembler
1836	:	1762196928.868	    27.480	0	0	0	0	conjuge -vI surfer
1790	:	1762196922.055	    34.518	0	0	0	0	conjuge -vI souffrir
1766	:	1762196917.480	    39.605	0	0	0	0	conjuge -vI servir
1736	:	1762196909.649	    47.799	0	0	0	0	conjuge -vI sangloter
1761	:	1762196916.123	    41.381	0	0	0	0	conjuge -vI sentir
1713	:	1762196906.531	    51.148	0	0	0	0	conjuge -vI roder
1768	:	1762196917.779	    40.338	0	0	0	0	conjuge -vI sevrer
1780	:	1762196919.990	    38.220	0	0	0	0	conjuge -vI solutionner
1694	:	1762196902.956	    55.422	0	0	0	0	conjuge -vI revaloir
1769	:	1762196918.211	    40.209	0	0	0	0	conjuge -vI 'siéger'
1772	:	1762196918.951	    39.581	0	0	0	0	conjuge -vI signer
1775	:	1762196919.686	    39.006	0	0	0	0	conjuge -vI siroter
1675	:	1762196898.612	    60.200	0	0	0	0	conjuge -vI restaurer
1783	:	1762196920.249	    38.586	0	0	0	0	conjuge -vI songer
1781	:	1762196920.079	    39.296	0	0	0	0	conjuge -vI sommeiller
1782	:	1762196920.156	    39.411	0	0	0	0	conjuge -vI sommer
1776	:	1762196919.716	    39.945	0	0	0	0	conjuge -vI situer
1696	:	1762196903.176	    56.493	0	0	0	0	conjuge -vI 'réveiller'
1779	:	1762196919.978	    39.955	0	0	0	0	conjuge -vI solliciter
1784	:	1762196920.468	    39.500	0	0	0	0	conjuge -vI sonner
1659	:	1762196894.902	    65.094	0	0	0	0	conjuge -vI 'résider'
1811	:	1762196924.328	    35.759	0	0	0	0	conjuge -vI stocker
1753	:	1762196914.597	    45.505	0	0	0	0	conjuge -vI secouer
1788	:	1762196922.007	    38.299	0	0	0	0	conjuge -vI soudoyer
1734	:	1762196909.258	    51.390	0	0	0	0	conjuge -vI saloper
1786	:	1762196921.385	    39.292	0	0	0	0	conjuge -vI soucier
1909	:	1762196941.875	    18.950	0	0	0	0	conjuge -vI trembler
1738	:	1762196909.992	    51.180	0	0	0	0	conjuge -vI saper
1732	:	1762196908.774	    52.519	0	0	0	0	conjuge -vI saler
1716	:	1762196906.572	    54.815	0	0	0	0	conjuge -vI ronger
1795	:	1762196922.998	    38.447	0	0	0	0	conjuge -vI souligner
1796	:	1762196923.019	    38.483	0	0	0	0	conjuge -vI soumettre
1718	:	1762196906.763	    54.767	0	0	0	0	conjuge -vI roquer
1804	:	1762196923.498	    38.147	0	0	0	0	conjuge -vI souscrire
1797	:	1762196923.025	    38.692	0	0	0	0	conjuge -vI 'soupçonner'
1801	:	1762196923.364	    38.523	0	0	0	0	conjuge -vI sourire
1794	:	1762196922.982	    39.284	0	0	0	0	conjuge -vI soulever
1820	:	1762196926.147	    36.126	0	0	0	0	conjuge -vI subvenir
1809	:	1762196924.100	    38.268	0	0	0	0	conjuge -vI statuer
1742	:	1762196911.335	    51.099	0	0	0	0	conjuge -vI sauvegarder
1750	:	1762196913.649	    49.166	0	0	0	0	conjuge -vI scinder
1826	:	1762196927.813	    35.500	0	0	0	0	conjuge -vI 'suggérer'
1806	:	1762196923.624	    39.779	0	0	0	0	conjuge -vI soutenir
1810	:	1762196924.152	    39.378	0	0	0	0	conjuge -vI stipuler
1755	:	1762196915.041	    48.511	0	0	0	0	conjuge -vI 'séduire'
1751	:	1762196914.023	    49.668	0	0	0	0	conjuge -vI scruter
1708	:	1762196905.535	    58.600	0	0	0	0	conjuge -vI rimer
1881	:	1762196937.122	    27.304	0	0	0	0	conjuge -vI toiser
1812	:	1762196925.261	    39.203	0	0	0	0	conjuge -vI stopper
1774	:	1762196919.640	    44.880	0	0	0	0	conjuge -vI simplifier
1777	:	1762196919.818	    44.783	0	0	0	0	conjuge -vI skier
1822	:	1762196926.350	    38.303	0	0	0	0	conjuge -vI succomber
1818	:	1762196925.905	    38.773	0	0	0	0	conjuge -vI subsister
1816	:	1762196925.683	    38.996	0	0	0	0	conjuge -vI subir
1821	:	1762196926.166	    39.020	0	0	0	0	conjuge -vI 'succéder'
1770	:	1762196918.705	    46.670	0	0	0	0	conjuge -vI siffler
1824	:	1762196927.421	    38.112	0	0	0	0	conjuge -vI suffire
1773	:	1762196919.221	    47.404	0	0	0	0	conjuge -vI signifier
1745	:	1762196911.875	    54.802	0	0	0	0	conjuge -vI savonner
1800	:	1762196923.356	    43.498	0	0	0	0	conjuge -vI sourdre
1605	:	1762196887.761	    79.601	0	0	0	0	conjuge -vI reluire
1793	:	1762196922.667	    44.743	0	0	0	0	conjuge -vI 'soûler'
1828	:	1762196927.897	    39.550	0	0	0	0	conjuge -vI suivre
1758	:	1762196915.816	    51.676	0	0	0	0	conjuge -vI seller
1834	:	1762196928.581	    39.352	0	0	0	0	conjuge -vI supputer
1803	:	1762196923.476	    44.501	0	0	0	0	conjuge -vI soustendre
1833	:	1762196928.514	    39.631	0	0	0	0	conjuge -vI supprimer
1829	:	1762196928.083	    40.077	0	0	0	0	conjuge -vI 'suppléer'
1831	:	1762196928.386	    40.106	0	0	0	0	conjuge -vI supporter
1832	:	1762196928.502	    40.111	0	0	0	0	conjuge -vI supposer
1840	:	1762196929.282	    39.809	0	0	0	0	conjuge -vI surseoir
1843	:	1762196929.869	    39.723	0	0	0	0	conjuge -vI survivre
1870	:	1762196935.690	    34.136	0	0	0	0	conjuge -vI tenter
1841	:	1762196929.300	    40.604	0	0	0	0	conjuge -vI surveiller
1802	:	1762196923.377	    46.554	0	0	0	0	conjuge -vI sousentendre
1838	:	1762196929.254	    40.851	0	0	0	0	conjuge -vI surprendre
1695	:	1762196903.159	    66.953	0	0	0	0	conjuge -vI 'rêvasser'
1798	:	1762196923.295	    46.934	0	0	0	0	conjuge -vI souper
1764	:	1762196917.464	    53.036	0	0	0	0	conjuge -vI serrer
1845	:	1762196930.637	    39.944	0	0	0	0	conjuge -vI suspendre
1921	:	1762196943.011	    27.790	0	0	0	0	conjuge -vI tuer
1887	:	1762196938.151	    33.384	0	0	0	0	conjuge -vI toquer
1842	:	1762196929.640	    42.135	0	0	0	0	conjuge -vI survenir
1851	:	1762196932.055	    40.059	0	0	0	0	conjuge -vI taire
1808	:	1762196923.971	    48.273	0	0	0	0	conjuge -vI 'spécifier'
1857	:	1762196933.412	    39.542	0	0	0	0	conjuge -vI tarder
1763	:	1762196916.728	    56.448	0	0	0	0	conjuge -vI 'séparer'
1863	:	1762196934.645	    38.589	0	0	0	0	conjuge -vI teindre
1787	:	1762196921.479	    52.697	0	0	0	0	conjuge -vI souder
1861	:	1762196934.488	    39.815	0	0	0	0	conjuge -vI 'tâter'
1799	:	1762196923.344	    51.211	0	0	0	0	conjuge -vI soupirer
1862	:	1762196934.631	    40.092	0	0	0	0	conjuge -vI tatouer
1807	:	1762196923.766	    51.105	0	0	0	0	conjuge -vI souvenir
1868	:	1762196935.145	    39.887	0	0	0	0	conjuge -vI tendre
1852	:	1762196932.195	    42.857	0	0	0	0	conjuge -vI taler
1866	:	1762196934.686	    40.366	0	0	0	0	conjuge -vI 'téléphoner'
1813	:	1762196925.277	    49.821	0	0	0	0	conjuge -vI stresser
1869	:	1762196935.264	    39.976	0	0	0	0	conjuge -vI tenir
1855	:	1762196932.661	    42.888	0	0	0	0	conjuge -vI tapir
1827	:	1762196927.865	    47.802	0	0	0	0	conjuge -vI suicider
1817	:	1762196925.854	    49.870	0	0	0	0	conjuge -vI subodorer
1805	:	1762196923.591	    52.192	0	0	0	0	conjuge -vI soustraire
1792	:	1762196922.650	    53.538	0	0	0	0	conjuge -vI soulager
1874	:	1762196936.152	    40.164	0	0	0	0	conjuge -vI 'têter'
1823	:	1762196926.386	    49.981	0	0	0	0	conjuge -vI suer
1837	:	1762196929.212	    47.348	0	0	0	0	conjuge -vI surgir
1877	:	1762196936.819	    40.207	0	0	0	0	conjuge -vI tinter
1825	:	1762196927.507	    49.519	0	0	0	0	conjuge -vI suffoquer
1878	:	1762196936.866	    40.162	0	0	0	0	conjuge -vI tirer
1875	:	1762196936.248	    40.838	0	0	0	0	conjuge -vI 'téter'
1815	:	1762196925.663	    51.474	0	0	0	0	conjuge -vI 'stupéfier'
1754	:	1762196914.860	    62.396	0	0	0	0	conjuge -vI secourir
1835	:	1762196928.653	    48.663	0	0	0	0	conjuge -vI surfaire
1819	:	1762196926.103	    51.364	0	0	0	0	conjuge -vI substituer
1849	:	1762196931.674	    46.183	0	0	0	0	conjuge -vI 'tâcher'
1767	:	1762196917.535	    60.393	0	0	0	0	conjuge -vI 'sévir'
1889	:	1762196938.537	    39.660	0	0	0	0	conjuge -vI toucher
1883	:	1762196937.317	    41.001	0	0	0	0	conjuge -vI tomber
1814	:	1762196925.502	    52.916	0	0	0	0	conjuge -vI 'stupéfaire'
1885	:	1762196937.956	    40.529	0	0	0	0	conjuge -vI tondre
1888	:	1762196938.214	    40.272	0	0	0	0	conjuge -vI tordre
1839	:	1762196929.274	    49.549	0	0	0	0	conjuge -vI sursauter
1847	:	1762196931.193	    47.646	0	0	0	0	conjuge -vI susurrer
1924	:	1762196943.103	    35.825	0	0	0	0	conjuge -vI unir
1891	:	1762196938.831	    40.200	0	0	0	0	conjuge -vI tournoyer
1858	:	1762196933.583	    45.671	0	0	0	0	conjuge -vI tarer
1890	:	1762196938.800	    40.529	0	0	0	0	conjuge -vI tourner
1896	:	1762196939.557	    39.886	0	0	0	0	conjuge -vI trahir
1848	:	1762196931.431	    48.016	0	0	0	0	conjuge -vI tacher
1892	:	1762196938.886	    40.717	0	0	0	0	conjuge -vI tousser
1899	:	1762196940.128	    40.158	0	0	0	0	conjuge -vI traiter
1846	:	1762196930.792	    49.583	0	0	0	0	conjuge -vI sustenter
1894	:	1762196939.408	    41.187	0	0	0	0	conjuge -vI tracer
1898	:	1762196940.094	    40.593	0	0	0	0	conjuge -vI traire
1907	:	1762196941.026	    39.838	0	0	0	0	conjuge -vI travailler
1906	:	1762196940.915	    40.003	0	0	0	0	conjuge -vI transporter
1901	:	1762196940.220	    40.808	0	0	0	0	conjuge -vI transcrire
1880	:	1762196937.056	    44.141	0	0	0	0	conjuge -vI toiler
1844	:	1762196930.281	    51.224	0	0	0	0	conjuge -vI susciter
1789	:	1762196922.024	    59.647	0	0	0	0	conjuge -vI souffler
1904	:	1762196940.674	    41.040	0	0	0	0	conjuge -vI transmettre
1931	:	1762196944.082	    37.739	0	0	0	0	conjuge -vI vaincre
1911	:	1762196942.193	    40.046	0	0	0	0	conjuge -vI tressaillir
1914	:	1762196942.250	    40.065	0	0	0	0	conjuge -vI trier
1916	:	1762196942.550	    39.765	0	0	0	0	conjuge -vI tromper
1867	:	1762196934.749	    47.750	0	0	0	0	conjuge -vI 'témoigner'
1908	:	1762196941.574	    40.991	0	0	0	0	conjuge -vI traverser
1922	:	1762196943.081	    39.931	0	0	0	0	conjuge -vI tuiler
1871	:	1762196935.787	    47.433	0	0	0	0	conjuge -vI terminer
1920	:	1762196942.899	    40.387	0	0	0	0	conjuge -vI trouver
1850	:	1762196931.911	    51.453	0	0	0	0	conjuge -vI tailler
1923	:	1762196943.088	    40.299	0	0	0	0	conjuge -vI tutoyer
1900	:	1762196940.172	    43.289	0	0	0	0	conjuge -vI tramer
1902	:	1762196940.484	    43.045	0	0	0	0	conjuge -vI 'transférer'
1930	:	1762196943.479	    40.145	0	0	0	0	conjuge -vI vaguer
1928	:	1762196943.328	    40.299	0	0	0	0	conjuge -vI utiliser
