Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
789	:	1762196759.394	    32.780	0	0	0	0	conjuge -vI encourir
735	:	1762196749.962	    42.522	0	0	0	0	conjuge -vI efforcer
733	:	1762196749.626	    43.292	0	0	0	0	conjuge -vI effleurer
794	:	1762196759.890	    33.094	0	0	0	0	conjuge -vI 'énerver'
790	:	1762196759.497	    33.630	0	0	0	0	conjuge -vI endommager
806	:	1762196760.768	    32.619	0	0	0	0	conjuge -vI engueuler
743	:	1762196750.822	    42.616	0	0	0	0	conjuge -vI 'éjaculer'
1017	:	1762196792.159	     1.289	0	0	0	0	conjuge -vI 'gémir'
744	:	1762196750.924	    42.759	0	0	0	0	conjuge -vI 'élaborer'
801	:	1762196760.563	    33.127	0	0	0	0	conjuge -vI enfreindre
809	:	1762196761.114	    32.653	0	0	0	0	conjuge -vI enlacer
800	:	1762196760.429	    33.467	0	0	0	0	conjuge -vI enfouir
807	:	1762196760.868	    33.124	0	0	0	0	conjuge -vI enivrer
805	:	1762196760.737	    33.292	0	0	0	0	conjuge -vI engloutir
810	:	1762196761.319	    32.711	0	0	0	0	conjuge -vI enlever
746	:	1762196751.220	    42.892	0	0	0	0	conjuge -vI 'élancer'
808	:	1762196761.037	    33.164	0	0	0	0	conjuge -vI enjoindre
755	:	1762196753.570	    41.042	0	0	0	0	conjuge -vI embarrasser
1033	:	1762196794.045	     0.652	0	0	0	0	conjuge -vI gravir
739	:	1762196750.574	    44.283	0	0	0	0	conjuge -vI 'égayer'
768	:	1762196756.561	    38.985	0	0	0	0	conjuge -vI 'emménager'
766	:	1762196756.064	    39.527	0	0	0	0	conjuge -vI 'émier'
776	:	1762196757.775	    37.842	0	0	0	0	conjuge -vI emplir
818	:	1762196762.804	    33.137	0	0	0	0	conjuge -vI enrayer
812	:	1762196761.459	    34.565	0	0	0	0	conjuge -vI ennuyer
742	:	1762196750.748	    45.567	0	0	0	0	conjuge -vI 'égrener'
821	:	1762196763.441	    32.930	0	0	0	0	conjuge -vI enrichir
741	:	1762196750.641	    45.887	0	0	0	0	conjuge -vI 'égrainer'
737	:	1762196750.231	    46.302	0	0	0	0	conjuge -vI 'égaler'
822	:	1762196763.795	    33.305	0	0	0	0	conjuge -vI enseigner
824	:	1762196763.951	    33.174	0	0	0	0	conjuge -vI ensorceler
819	:	1762196763.089	    34.249	0	0	0	0	conjuge -vI enregistrer
767	:	1762196756.155	    41.475	0	0	0	0	conjuge -vI 'emmêler'
760	:	1762196754.322	    43.602	0	0	0	0	conjuge -vI emboire
828	:	1762196764.610	    33.492	0	0	0	0	conjuge -vI entendre
832	:	1762196765.184	    33.276	0	0	0	0	conjuge -vI enthousiasmer
761	:	1762196754.635	    43.871	0	0	0	0	conjuge -vI embraser
831	:	1762196765.165	    33.508	0	0	0	0	conjuge -vI enterrer
830	:	1762196764.979	    33.736	0	0	0	0	conjuge -vI 'entériner'
833	:	1762196765.274	    34.140	0	0	0	0	conjuge -vI entourer
780	:	1762196758.157	    41.273	0	0	0	0	conjuge -vI empresser
786	:	1762196758.961	    40.558	0	0	0	0	conjuge -vI 'enchérir'
754	:	1762196753.454	    46.098	0	0	0	0	conjuge -vI embarquer
772	:	1762196757.248	    42.463	0	0	0	0	conjuge -vI emparer
837	:	1762196765.980	    33.993	0	0	0	0	conjuge -vI entrer
836	:	1762196765.785	    34.317	0	0	0	0	conjuge -vI entreprendre
834	:	1762196765.546	    34.573	0	0	0	0	conjuge -vI 'entraîner'
838	:	1762196766.140	    34.157	0	0	0	0	conjuge -vI entretenir
841	:	1762196766.453	    33.898	0	0	0	0	conjuge -vI 'énucléer'
770	:	1762196756.849	    43.601	0	0	0	0	conjuge -vI 'émoudre'
782	:	1762196758.263	    42.247	0	0	0	0	conjuge -vI 'émuler'
788	:	1762196759.344	    41.224	0	0	0	0	conjuge -vI encourager
844	:	1762196767.047	    33.598	0	0	0	0	conjuge -vI envelopper
845	:	1762196767.111	    33.783	0	0	0	0	conjuge -vI envier
843	:	1762196766.818	    34.313	0	0	0	0	conjuge -vI envahir
848	:	1762196767.269	    33.951	0	0	0	0	conjuge -vI envoyer
817	:	1762196762.527	    38.707	0	0	0	0	conjuge -vI 'enquêter'
839	:	1762196766.267	    35.026	0	0	0	0	conjuge -vI entrevoir
796	:	1762196760.071	    41.226	0	0	0	0	conjuge -vI enfiler
853	:	1762196767.745	    33.576	0	0	0	0	conjuge -vI 'épater'
795	:	1762196759.997	    41.414	0	0	0	0	conjuge -vI enfermer
774	:	1762196757.707	    43.756	0	0	0	0	conjuge -vI 'empiéter'
799	:	1762196760.424	    41.047	0	0	0	0	conjuge -vI enfoncer
849	:	1762196767.309	    34.312	0	0	0	0	conjuge -vI 'épaissir'
803	:	1762196760.685	    41.052	0	0	0	0	conjuge -vI engager
802	:	1762196760.570	    41.194	0	0	0	0	conjuge -vI enfuir
854	:	1762196767.821	    34.013	0	0	0	0	conjuge -vI 'épeler'
851	:	1762196767.557	    34.426	0	0	0	0	conjuge -vI 'épanouir'
823	:	1762196763.846	    38.564	0	0	0	0	conjuge -vI ensevelir
813	:	1762196761.654	    40.773	0	0	0	0	conjuge -vI 'énoncer'
859	:	1762196768.845	    33.603	0	0	0	0	conjuge -vI 'épousseter'
804	:	1762196760.729	    42.072	0	0	0	0	conjuge -vI engendrer
787	:	1762196759.108	    44.519	0	0	0	0	conjuge -vI enclore
1069	:	1762196800.517	     3.381	0	0	0	0	conjuge -vI 'hésiter'
867	:	1762196770.395	    33.529	0	0	0	0	conjuge -vI 'espérer'
846	:	1762196767.179	    36.945	0	0	0	0	conjuge -vI envisager
785	:	1762196758.363	    45.792	0	0	0	0	conjuge -vI enchanter
869	:	1762196770.575	    33.838	0	0	0	0	conjuge -vI essouffler
811	:	1762196761.430	    43.277	0	0	0	0	conjuge -vI ennoyer
875	:	1762196771.513	    33.233	0	0	0	0	conjuge -vI 'étayer'
850	:	1762196767.369	    37.475	0	0	0	0	conjuge -vI 'épandre'
816	:	1762196762.231	    42.656	0	0	0	0	conjuge -vI 'enquérir'
868	:	1762196770.533	    34.480	0	0	0	0	conjuge -vI essayer
779	:	1762196758.031	    47.013	0	0	0	0	conjuge -vI empreindre
793	:	1762196759.723	    45.358	0	0	0	0	conjuge -vI endurer
792	:	1762196759.570	    45.526	0	0	0	0	conjuge -vI enduire
872	:	1762196771.164	    33.950	0	0	0	0	conjuge -vI estimer
870	:	1762196770.605	    34.516	0	0	0	0	conjuge -vI essuyer
797	:	1762196760.367	    45.008	0	0	0	0	conjuge -vI enflammer
879	:	1762196771.593	    33.821	0	0	0	0	conjuge -vI 'étinceler'
877	:	1762196771.574	    33.998	0	0	0	0	conjuge -vI 'étendre'
873	:	1762196771.171	    34.411	0	0	0	0	conjuge -vI 'établir'
820	:	1762196763.259	    42.458	0	0	0	0	conjuge -vI enrhumer
876	:	1762196771.536	    34.634	0	0	0	0	conjuge -vI 'éteindre'
888	:	1762196772.460	    34.026	0	0	0	0	conjuge -vI 'étreindre'
886	:	1762196772.415	    34.088	0	0	0	0	conjuge -vI 'être'
1111	:	1762196805.737	     0.768	0	0	0	0	conjuge -vI initier
884	:	1762196772.300	    34.439	0	0	0	0	conjuge -vI 'étouffer'
883	:	1762196772.171	    34.607	0	0	0	0	conjuge -vI 'étonner'
847	:	1762196767.203	    39.611	0	0	0	0	conjuge -vI envoler
891	:	1762196772.720	    34.108	0	0	0	0	conjuge -vI 'évacuer'
835	:	1762196765.717	    41.128	0	0	0	0	conjuge -vI 'entrehaïr'
1115	:	1762196806.532	     0.552	0	0	0	0	conjuge -vI 'insérer'
827	:	1762196764.433	    42.878	0	0	0	0	conjuge -vI entamer
889	:	1762196772.564	    34.987	0	0	0	0	conjuge -vI 'étrenner'
900	:	1762196773.631	    34.062	0	0	0	0	conjuge -vI examiner
798	:	1762196760.404	    47.309	0	0	0	0	conjuge -vI enfler
897	:	1762196773.532	    34.253	0	0	0	0	conjuge -vI 'évoluer'
898	:	1762196773.537	    34.650	0	0	0	0	conjuge -vI 'évoquer'
825	:	1762196763.991	    44.327	0	0	0	0	conjuge -vI ensuivre
865	:	1762196769.481	    38.893	0	0	0	0	conjuge -vI errer
906	:	1762196774.423	    34.013	0	0	0	0	conjuge -vI exclure
899	:	1762196773.543	    34.927	0	0	0	0	conjuge -vI 'exagérer'
826	:	1762196764.064	    44.520	0	0	0	0	conjuge -vI entacher
914	:	1762196775.725	    32.890	0	0	0	0	conjuge -vI 'expédier'
902	:	1762196773.831	    34.823	0	0	0	0	conjuge -vI 'excéder'
911	:	1762196775.281	    33.542	0	0	0	0	conjuge -vI exercer
893	:	1762196772.978	    35.963	0	0	0	0	conjuge -vI 'évaluer'
815	:	1762196762.090	    46.936	0	0	0	0	conjuge -vI 'énouer'
814	:	1762196761.893	    47.161	0	0	0	0	conjuge -vI enorgueillir
912	:	1762196775.477	    33.796	0	0	0	0	conjuge -vI exiger
913	:	1762196775.511	    33.894	0	0	0	0	conjuge -vI exister
907	:	1762196774.550	    35.136	0	0	0	0	conjuge -vI excuser
904	:	1762196773.988	    35.754	0	0	0	0	conjuge -vI exciter
1026	:	1762196793.458	    16.482	0	0	0	0	conjuge -vI gonfler
918	:	1762196777.485	    32.571	0	0	0	0	conjuge -vI explorer
829	:	1762196764.881	    45.355	0	0	0	0	conjuge -vI enter
925	:	1762196778.231	    32.445	0	0	0	0	conjuge -vI 'fâcher'
924	:	1762196778.215	    32.518	0	0	0	0	conjuge -vI fabriquer
926	:	1762196778.256	    32.540	0	0	0	0	conjuge -vI faciliter
860	:	1762196768.884	    42.224	0	0	0	0	conjuge -vI 'éprendre'
919	:	1762196777.596	    33.588	0	0	0	0	conjuge -vI exploser
866	:	1762196769.741	    41.467	0	0	0	0	conjuge -vI escalader
852	:	1762196767.627	    44.065	0	0	0	0	conjuge -vI 'épargner'
930	:	1762196778.962	    32.770	0	0	0	0	conjuge -vI faiblir
880	:	1762196771.693	    40.264	0	0	0	0	conjuge -vI 'étiqueter'
921	:	1762196777.701	    34.569	0	0	0	0	conjuge -vI exprimer
933	:	1762196779.388	    33.017	0	0	0	0	conjuge -vI faire
934	:	1762196779.412	    33.055	0	0	0	0	conjuge -vI falloir
932	:	1762196779.372	    33.121	0	0	0	0	conjuge -vI faillir
928	:	1762196778.624	    33.998	0	0	0	0	conjuge -vI facturer
936	:	1762196779.842	    33.184	0	0	0	0	conjuge -vI faner
856	:	1762196767.980	    45.055	0	0	0	0	conjuge -vI 'épiner'
842	:	1762196766.509	    46.839	0	0	0	0	conjuge -vI 'énumérer'
840	:	1762196766.284	    47.353	0	0	0	0	conjuge -vI entrouvrir
943	:	1762196780.528	    33.126	0	0	0	0	conjuge -vI feindre
940	:	1762196780.348	    33.442	0	0	0	0	conjuge -vI fauter
892	:	1762196772.957	    40.943	0	0	0	0	conjuge -vI 'évader'
923	:	1762196778.193	    36.132	0	0	0	0	conjuge -vI extraire
862	:	1762196768.904	    45.500	0	0	0	0	conjuge -vI 'épuiser'
861	:	1762196768.898	    45.538	0	0	0	0	conjuge -vI 'éprouver'
857	:	1762196768.609	    45.845	0	0	0	0	conjuge -vI 'éplucher'
916	:	1762196776.666	    37.873	0	0	0	0	conjuge -vI expliquer
950	:	1762196781.994	    32.572	0	0	0	0	conjuge -vI 'fêter'
938	:	1762196780.061	    34.524	0	0	0	0	conjuge -vI fasciner
878	:	1762196771.588	    43.224	0	0	0	0	conjuge -vI 'éternuer'
946	:	1762196781.087	    33.771	0	0	0	0	conjuge -vI fendre
896	:	1762196773.396	    41.593	0	0	0	0	conjuge -vI 'éviter'
945	:	1762196780.879	    34.298	0	0	0	0	conjuge -vI 'féliciter'
953	:	1762196782.128	    33.072	0	0	0	0	conjuge -vI ficeler
885	:	1762196772.393	    43.082	0	0	0	0	conjuge -vI 'étourdir'
874	:	1762196771.203	    44.378	0	0	0	0	conjuge -vI 'étaler'
958	:	1762196782.988	    32.875	0	0	0	0	conjuge -vI filer
959	:	1762196783.308	    32.963	0	0	0	0	conjuge -vI filmer
901	:	1762196773.790	    42.615	0	0	0	0	conjuge -vI exaucer
962	:	1762196783.989	    32.560	0	0	0	0	conjuge -vI fixer
960	:	1762196783.324	    33.272	0	0	0	0	conjuge -vI finaliser
939	:	1762196780.304	    36.495	0	0	0	0	conjuge -vI fatiguer
903	:	1762196773.880	    43.191	0	0	0	0	conjuge -vI exceller
855	:	1762196767.942	    49.351	0	0	0	0	conjuge -vI 'épier'
966	:	1762196784.638	    32.684	0	0	0	0	conjuge -vI 'fléchir'
905	:	1762196774.169	    43.401	0	0	0	0	conjuge -vI exclamer
965	:	1762196784.598	    33.042	0	0	0	0	conjuge -vI flatter
881	:	1762196771.928	    45.765	0	0	0	0	conjuge -vI 'étirer'
967	:	1762196785.115	    32.680	0	0	0	0	conjuge -vI fleurir
968	:	1762196785.132	    32.782	0	0	0	0	conjuge -vI flotter
858	:	1762196768.736	    49.218	0	0	0	0	conjuge -vI 'épouser'
961	:	1762196783.928	    34.082	0	0	0	0	conjuge -vI finir
931	:	1762196779.005	    39.138	0	0	0	0	conjuge -vI failler
887	:	1762196772.429	    45.724	0	0	0	0	conjuge -vI 'étrécir'
973	:	1762196785.939	    32.801	0	0	0	0	conjuge -vI fonder
942	:	1762196780.376	    38.973	0	0	0	0	conjuge -vI faxer
908	:	1762196774.752	    44.615	0	0	0	0	conjuge -vI 'exécrer'
975	:	1762196786.228	    33.243	0	0	0	0	conjuge -vI forcer
955	:	1762196782.291	    37.438	0	0	0	0	conjuge -vI fier
882	:	1762196771.956	    47.940	0	0	0	0	conjuge -vI 'étoffer'
1174	:	1762196814.829	     5.197	0	0	0	0	conjuge -vI 'lécher'
895	:	1762196773.337	    46.715	0	0	0	0	conjuge -vI 'éveiller'
1200	:	1762196819.355	     0.855	0	0	0	0	conjuge -vI 'maîtriser'
980	:	1762196786.803	    33.452	0	0	0	0	conjuge -vI formuler
929	:	1762196778.648	    41.793	0	0	0	0	conjuge -vI fader
979	:	1762196786.748	    33.743	0	0	0	0	conjuge -vI former
985	:	1762196787.562	    33.208	0	0	0	0	conjuge -vI fournir
947	:	1762196781.623	    39.507	0	0	0	0	conjuge -vI 'férir'
894	:	1762196773.318	    48.271	0	0	0	0	conjuge -vI 'évanouir'
993	:	1762196788.537	    33.070	0	0	0	0	conjuge -vI 'frémir'
990	:	1762196788.229	    33.675	0	0	0	0	conjuge -vI frapper
922	:	1762196778.023	    43.996	0	0	0	0	conjuge -vI extasier
944	:	1762196780.702	    41.327	0	0	0	0	conjuge -vI 'fêler'
917	:	1762196777.237	    44.917	0	0	0	0	conjuge -vI exploiter
989	:	1762196788.102	    34.188	0	0	0	0	conjuge -vI franchir
994	:	1762196788.596	    33.808	0	0	0	0	conjuge -vI 'fréquenter'
997	:	1762196788.653	    34.514	0	0	0	0	conjuge -vI 'frôler'
1000	:	1762196789.305	    34.014	0	0	0	0	conjuge -vI fumer
927	:	1762196778.603	    44.927	0	0	0	0	conjuge -vI 'façonner'
1118	:	1762196806.822	    16.802	0	0	0	0	conjuge -vI inspirer
995	:	1762196788.628	    35.066	0	0	0	0	conjuge -vI frire
920	:	1762196777.689	    46.333	0	0	0	0	conjuge -vI exposer
999	:	1762196789.007	    35.328	0	0	0	0	conjuge -vI fuir
1003	:	1762196790.000	    34.397	0	0	0	0	conjuge -vI fusionner
1123	:	1762196807.567	    17.080	0	0	0	0	conjuge -vI interagir
1006	:	1762196790.517	    34.707	0	0	0	0	conjuge -vI gagner
957	:	1762196782.628	    42.621	0	0	0	0	conjuge -vI figurer
941	:	1762196780.368	    45.266	0	0	0	0	conjuge -vI favoriser
964	:	1762196784.265	    41.578	0	0	0	0	conjuge -vI 'flâner'
935	:	1762196779.559	    46.292	0	0	0	0	conjuge -vI familiariser
1009	:	1762196790.828	    35.033	0	0	0	0	conjuge -vI garder
1018	:	1762196792.175	    33.785	0	0	0	0	conjuge -vI 'gêner'
937	:	1762196779.982	    46.030	0	0	0	0	conjuge -vI farcir
1011	:	1762196791.148	    35.000	0	0	0	0	conjuge -vI garnir
948	:	1762196781.721	    44.444	0	0	0	0	conjuge -vI fermer
963	:	1762196784.075	    42.190	0	0	0	0	conjuge -vI flamboyer
1020	:	1762196792.500	    33.799	0	0	0	0	conjuge -vI 'gérer'
1015	:	1762196791.892	    34.750	0	0	0	0	conjuge -vI geindre
988	:	1762196787.849	    38.883	0	0	0	0	conjuge -vI 'fraîchir'
1012	:	1762196791.333	    35.442	0	0	0	0	conjuge -vI gaspiller
969	:	1762196785.170	    41.766	0	0	0	0	conjuge -vI 'flûter'
1021	:	1762196792.934	    34.529	0	0	0	0	conjuge -vI 'gésir'
971	:	1762196785.489	    41.994	0	0	0	0	conjuge -vI foncer
1023	:	1762196793.137	    34.473	0	0	0	0	conjuge -vI glacer
1099	:	1762196804.860	    22.828	0	0	0	0	conjuge -vI imprimer
952	:	1762196782.113	    45.833	0	0	0	0	conjuge -vI fiancer
909	:	1762196774.842	    53.121	0	0	0	0	conjuge -vI 'exécuter'
1025	:	1762196793.449	    34.619	0	0	0	0	conjuge -vI glisser
949	:	1762196781.826	    46.347	0	0	0	0	conjuge -vI festoyer
1029	:	1762196793.772	    35.049	0	0	0	0	conjuge -vI grandir
982	:	1762196787.115	    41.788	0	0	0	0	conjuge -vI fouetter
863	:	1762196768.948	    60.072	0	0	0	0	conjuge -vI 'équiper'
951	:	1762196782.025	    47.098	0	0	0	0	conjuge -vI feuilleter
1034	:	1762196794.117	    35.123	0	0	0	0	conjuge -vI 'gréer'
915	:	1762196776.426	    53.328	0	0	0	0	conjuge -vI expirer
976	:	1762196786.293	    43.651	0	0	0	0	conjuge -vI forer
970	:	1762196785.266	    44.750	0	0	0	0	conjuge -vI foirer
987	:	1762196787.591	    42.645	0	0	0	0	conjuge -vI foutre
1043	:	1762196796.031	    34.234	0	0	0	0	conjuge -vI 'guérir'
978	:	1762196786.629	    43.697	0	0	0	0	conjuge -vI formater
1039	:	1762196795.553	    34.907	0	0	0	0	conjuge -vI grimper
984	:	1762196787.498	    43.009	0	0	0	0	conjuge -vI fouir
983	:	1762196787.362	    43.180	0	0	0	0	conjuge -vI fouiller
1037	:	1762196794.704	    35.875	0	0	0	0	conjuge -vI 'gréver'
956	:	1762196782.453	    48.302	0	0	0	0	conjuge -vI figer
1244	:	1762196826.783	     4.456	0	0	0	0	conjuge -vI miner
1044	:	1762196796.329	    34.927	0	0	0	0	conjuge -vI guetter
1047	:	1762196796.539	    35.152	0	0	0	0	conjuge -vI habiliter
1272	:	1762196831.708	     0.544	0	0	0	0	conjuge -vI muser
954	:	1762196782.255	    50.209	0	0	0	0	conjuge -vI ficher
1014	:	1762196791.584	    40.903	0	0	0	0	conjuge -vI gazer
972	:	1762196785.838	    46.935	0	0	0	0	conjuge -vI fonctionner
1027	:	1762196793.690	    39.536	0	0	0	0	conjuge -vI gourer
1053	:	1762196798.116	    35.147	0	0	0	0	conjuge -vI 'haïr'
974	:	1762196786.042	    47.327	0	0	0	0	conjuge -vI fondre
992	:	1762196788.401	    45.059	0	0	0	0	conjuge -vI freiner
1010	:	1762196791.124	    42.498	0	0	0	0	conjuge -vI garer
1005	:	1762196790.323	    43.442	0	0	0	0	conjuge -vI gager
1028	:	1762196793.698	    40.331	0	0	0	0	conjuge -vI 'goûter'
1001	:	1762196789.649	    44.591	0	0	0	0	conjuge -vI fureter
991	:	1762196788.363	    45.938	0	0	0	0	conjuge -vI frayer
1036	:	1762196794.620	    39.818	0	0	0	0	conjuge -vI grever
1007	:	1762196790.522	    44.036	0	0	0	0	conjuge -vI galoper
1059	:	1762196799.447	    35.404	0	0	0	0	conjuge -vI happer
1058	:	1762196799.431	    35.785	0	0	0	0	conjuge -vI hanter
1019	:	1762196792.185	    43.340	0	0	0	0	conjuge -vI 'générer'
1061	:	1762196799.559	    35.983	0	0	0	0	conjuge -vI 'hâter'
1060	:	1762196799.525	    36.059	0	0	0	0	conjuge -vI harceler
1004	:	1762196790.059	    45.671	0	0	0	0	conjuge -vI 'gâcher'
1065	:	1762196800.136	    36.263	0	0	0	0	conjuge -vI 'héberger'
1070	:	1762196800.583	    35.893	0	0	0	0	conjuge -vI heurter
977	:	1762196786.607	    50.112	0	0	0	0	conjuge -vI forger
1002	:	1762196789.718	    47.085	0	0	0	0	conjuge -vI fuser
1045	:	1762196796.380	    40.806	0	0	0	0	conjuge -vI gueuler
1079	:	1762196801.416	    35.880	0	0	0	0	conjuge -vI hurler
1072	:	1762196800.899	    36.434	0	0	0	0	conjuge -vI honnir
1073	:	1762196801.136	    36.347	0	0	0	0	conjuge -vI honorer
1088	:	1762196802.442	    35.223	0	0	0	0	conjuge -vI impacter
1024	:	1762196793.396	    44.289	0	0	0	0	conjuge -vI glander
1016	:	1762196792.073	    45.624	0	0	0	0	conjuge -vI geler
1080	:	1762196801.472	    36.236	0	0	0	0	conjuge -vI identifier
1082	:	1762196801.629	    36.302	0	0	0	0	conjuge -vI illuminer
1031	:	1762196793.997	    44.013	0	0	0	0	conjuge -vI gratter
998	:	1762196788.688	    49.595	0	0	0	0	conjuge -vI frotter
1089	:	1762196802.458	    36.144	0	0	0	0	conjuge -vI impartir
1081	:	1762196801.480	    37.338	0	0	0	0	conjuge -vI ignorer
1308	:	1762196838.298	     0.536	0	0	0	0	conjuge -vI octroyer
1085	:	1762196801.842	    37.066	0	0	0	0	conjuge -vI imaginer
1050	:	1762196797.345	    41.733	0	0	0	0	conjuge -vI habituer
1048	:	1762196797.118	    42.198	0	0	0	0	conjuge -vI habiller
996	:	1762196788.638	    51.302	0	0	0	0	conjuge -vI froisser
1032	:	1762196794.039	    45.953	0	0	0	0	conjuge -vI graver
1022	:	1762196792.994	    47.151	0	0	0	0	conjuge -vI 'gîter'
1096	:	1762196804.431	    35.749	0	0	0	0	conjuge -vI imposer
1038	:	1762196794.862	    45.612	0	0	0	0	conjuge -vI grignoter
1055	:	1762196798.523	    42.114	0	0	0	0	conjuge -vI 'hâler'
1094	:	1762196804.135	    36.519	0	0	0	0	conjuge -vI importer
1040	:	1762196795.596	    45.446	0	0	0	0	conjuge -vI grogner
1057	:	1762196798.723	    42.326	0	0	0	0	conjuge -vI halluciner
1030	:	1762196793.901	    47.195	0	0	0	0	conjuge -vI grasseyer
1046	:	1762196796.534	    44.740	0	0	0	0	conjuge -vI guider
1052	:	1762196797.941	    43.595	0	0	0	0	conjuge -vI hacher
1051	:	1762196797.646	    43.968	0	0	0	0	conjuge -vI habler
1054	:	1762196798.476	    43.157	0	0	0	0	conjuge -vI haler
1108	:	1762196805.433	    36.273	0	0	0	0	conjuge -vI influer
1106	:	1762196805.126	    36.608	0	0	0	0	conjuge -vI induire
1103	:	1762196805.087	    36.655	0	0	0	0	conjuge -vI inclure
1062	:	1762196799.725	    42.233	0	0	0	0	conjuge -vI hausser
1104	:	1762196805.102	    36.959	0	0	0	0	conjuge -vI incomber
1105	:	1762196805.121	    37.263	0	0	0	0	conjuge -vI indiquer
1076	:	1762196801.298	    41.230	0	0	0	0	conjuge -vI huir
1041	:	1762196795.623	    46.923	0	0	0	0	conjuge -vI gronder
1330	:	1762196841.742	     0.866	0	0	0	0	conjuge -vI pagayer
1013	:	1762196791.433	    51.305	0	0	0	0	conjuge -vI 'gâter'
1107	:	1762196805.391	    37.461	0	0	0	0	conjuge -vI influencer
1101	:	1762196805.021	    37.891	0	0	0	0	conjuge -vI inciter
1147	:	1762196810.740	    32.266	0	0	0	0	conjuge -vI japper
1113	:	1762196806.503	    37.302	0	0	0	0	conjuge -vI 'inquiéter'
1042	:	1762196795.955	    48.041	0	0	0	0	conjuge -vI grossir
1116	:	1762196806.745	    37.269	0	0	0	0	conjuge -vI insinuer
1114	:	1762196806.519	    37.825	0	0	0	0	conjuge -vI inscrire
1119	:	1762196806.837	    37.756	0	0	0	0	conjuge -vI installer
1125	:	1762196807.726	    37.128	0	0	0	0	conjuge -vI 'intéresser'
1008	:	1762196790.530	    54.437	0	0	0	0	conjuge -vI garantir
1124	:	1762196807.711	    37.421	0	0	0	0	conjuge -vI interdire
1064	:	1762196800.119	    45.054	0	0	0	0	conjuge -vI havir
1127	:	1762196808.203	    37.230	0	0	0	0	conjuge -vI interpeller
1130	:	1762196808.442	    37.166	0	0	0	0	conjuge -vI interrompre
1126	:	1762196807.791	    37.870	0	0	0	0	conjuge -vI 'interférer'
1133	:	1762196808.623	    37.053	0	0	0	0	conjuge -vI interviewer
1109	:	1762196805.582	    40.467	0	0	0	0	conjuge -vI informer
1131	:	1762196808.477	    37.713	0	0	0	0	conjuge -vI intervenir
1234	:	1762196825.860	    20.374	0	0	0	0	conjuge -vI mesurer
1128	:	1762196808.334	    38.035	0	0	0	0	conjuge -vI 'interpréter'
1135	:	1762196808.830	    37.771	0	0	0	0	conjuge -vI introduire
1087	:	1762196802.426	    44.222	0	0	0	0	conjuge -vI immiscer
1136	:	1762196808.957	    38.050	0	0	0	0	conjuge -vI inventer
1138	:	1762196809.058	    38.018	0	0	0	0	conjuge -vI investiguer
1098	:	1762196804.760	    42.357	0	0	0	0	conjuge -vI impressionner
1140	:	1762196809.422	    37.842	0	0	0	0	conjuge -vI inviter
1139	:	1762196809.290	    38.085	0	0	0	0	conjuge -vI investir
1132	:	1762196808.600	    38.950	0	0	0	0	conjuge -vI intervertir
1056	:	1762196798.681	    48.891	0	0	0	0	conjuge -vI haleter
1066	:	1762196800.307	    47.341	0	0	0	0	conjuge -vI 'héler'
1068	:	1762196800.466	    47.218	0	0	0	0	conjuge -vI 'hériter'
1097	:	1762196804.726	    43.529	0	0	0	0	conjuge -vI 'imprégner'
1100	:	1762196804.899	    43.375	0	0	0	0	conjuge -vI inaugurer
1145	:	1762196810.247	    38.094	0	0	0	0	conjuge -vI jaillir
1102	:	1762196805.051	    43.354	0	0	0	0	conjuge -vI incliner
1112	:	1762196806.186	    42.430	0	0	0	0	conjuge -vI inonder
1083	:	1762196801.744	    46.881	0	0	0	0	conjuge -vI illustrer
1143	:	1762196809.953	    38.734	0	0	0	0	conjuge -vI isoler
1077	:	1762196801.303	    47.493	0	0	0	0	conjuge -vI humer
1071	:	1762196800.652	    48.309	0	0	0	0	conjuge -vI 'homogénéiser'
1121	:	1762196807.102	    42.183	0	0	0	0	conjuge -vI 'intégrer'
1150	:	1762196811.202	    38.359	0	0	0	0	conjuge -vI jeter
1149	:	1762196811.126	    38.611	0	0	0	0	conjuge -vI jaunir
1148	:	1762196810.808	    39.056	0	0	0	0	conjuge -vI jaser
1151	:	1762196811.218	    38.789	0	0	0	0	conjuge -vI 'jeûner'
1152	:	1762196811.697	    38.329	0	0	0	0	conjuge -vI joindre
1074	:	1762196801.225	    48.917	0	0	0	0	conjuge -vI houer
1075	:	1762196801.251	    49.094	0	0	0	0	conjuge -vI huer
1035	:	1762196794.206	    56.191	0	0	0	0	conjuge -vI 'grêler'
1063	:	1762196799.989	    50.656	0	0	0	0	conjuge -vI haver
1090	:	1762196802.817	    48.134	0	0	0	0	conjuge -vI impatienter
1154	:	1762196811.974	    39.174	0	0	0	0	conjuge -vI jouer
1157	:	1762196812.476	    38.684	0	0	0	0	conjuge -vI justifier
1161	:	1762196813.041	    38.157	0	0	0	0	conjuge -vI lacer
986	:	1762196787.583	    63.934	0	0	0	0	conjuge -vI fourvoyer
1162	:	1762196813.364	    38.203	0	0	0	0	conjuge -vI 'lâcher'
981	:	1762196786.955	    64.628	0	0	0	0	conjuge -vI foudroyer
1067	:	1762196800.358	    51.578	0	0	0	0	conjuge -vI hennir
1095	:	1762196804.169	    47.926	0	0	0	0	conjuge -vI importuner
1091	:	1762196803.632	    48.486	0	0	0	0	conjuge -vI implanter
